system:index,B2_max,B2_max_1,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_max_1,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_max_1,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_max_1,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_max_1,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_max_1,B7_mean,B7_median,B7_min,B7_stdDev,Cultivo,GlobalId,NDVI_max,NDVI_max_1,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,SAVI_max,SAVI_max_1,SAVI_mean,SAVI_median,SAVI_min,SAVI_stdDev,.geo
00000000000000000ebb_0,693,514,519,601,179,180,1026,573,752,759,453,185,1450,1155,942,977,295,348,3400,1883,2158,1935,1517,635,3356,1910,2437,2421,1446,572,2498,1916,1911,2166,582,662,M,543,8402,6080,3746,2635,2322,2144,12602,9119,5618,3952,3483,3216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.813568773670546,-33.885575411093505]}"
00000000000000000ebc_0,697,509,520,599,188,178,1020,507,760,756,513,169,1434,1073,958,983,361,327,3279,1746,2128,1897,1533,596,3292,1797,2439,2431,1495,546,2534,1912,1930,2192,622,647,M,543,8012,5670,3642,2637,2342,2006,12016,8503,5462,3955,3513,3009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81383826825578,-33.885575411093505]}"
00000000000000000ebd_0,703,516,531,613,187,183,1056,558,766,766,498,182,1489,1156,961,982,333,346,3326,1802,2131,1881,1524,619,3368,1893,2465,2449,1475,570,2562,1952,1955,2213,610,666,M,543,8179,5847,3626,2566,2332,2067,12268,8770,5439,3848,3498,3101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.813568773670546,-33.88584490567874]}"
00000000000000000ebe_0,710,520,543,633,190,191,1084,592,781,791,492,194,1532,1208,983,1021,324,360,3442,1867,2173,1873,1575,643,3403,1913,2522,2500,1490,581,2605,1992,1995,2292,613,689,M,543,8279,5910,3610,2553,2369,2098,12417,8864,5415,3829,3553,3146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81329927908531,-33.88611440026398]}"
00000000000000000ebf_0,691,509,520,600,182,185,1064,596,747,747,468,193,1488,1172,935,956,316,352,3375,1884,2127,1852,1491,649,3355,1910,2441,2394,1445,578,2542,1953,1930,2217,589,678,M,543,8287,5925,3721,2613,2362,2099,12429,8887,5581,3919,3542,3148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81410776284102,-33.88584490567874]}"
00000000000000000ec0_0,690,500,519,595,190,178,1037,527,756,751,510,174,1469,1124,946,965,345,338,3297,1795,2114,1869,1502,616,3319,1842,2442,2419,1477,556,2560,1950,1934,2206,610,659,M,543,8105,5766,3657,2620,2339,2041,12156,8648,5485,3930,3508,3061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81383826825578,-33.88584490567874]}"
00000000000000000edb_0,754,550,544,615,204,202,1086,641,856,988,445,243,1466,1129,1077,1272,337,430,3643,1243,2699,2489,2400,433,3428,1843,2740,2993,1585,682,2461,1799,1825,2094,662,668,M,547,8306,5829,4330,3502,2477,2071,12458,8743,6495,5253,3715,3106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81895866537526,-33.89285176489487]}"
00000000000000000edc_0,776,550,532,536,226,208,1075,607,813,827,468,248,1455,1084,1003,1047,371,405,3529,1628,2490,2352,1901,498,3463,1748,2729,2803,1715,636,2567,1820,1824,1913,747,661,M,547,8093,5808,4248,3424,2285,2070,12138,8711,6371,5136,3427,3105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81815018161956,-33.892043281139166]}"
00000000000000000edd_0,747,524,536,569,223,192,1069,606,833,904,463,228,1435,1071,1045,1181,364,389,3529,1246,2547,2370,2283,440,3353,1704,2731,2946,1649,611,2506,1796,1846,2049,710,642,M,547,8129,5752,4178,3301,2377,2032,12193,8628,6266,4951,3565,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81815018161956,-33.8923127757244]}"
00000000000000000ede_0,734,527,547,628,207,195,1052,591,856,991,461,232,1482,1132,1092,1291,350,422,3557,1284,2607,2408,2273,439,3443,1841,2761,3023,1602,659,2457,1778,1875,2182,679,665,M,547,8208,5782,4130,3169,2426,2054,12310,8671,6194,4753,3639,3080,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81841967620479,-33.89258227030964]}"
00000000000000000edf_0,776,550,532,536,226,208,1075,607,813,827,468,248,1455,1084,1003,1047,371,405,3529,1628,2490,2352,1901,498,3463,1748,2729,2803,1715,636,2567,1820,1824,1913,747,661,M,547,8093,5808,4248,3424,2285,2070,12138,8711,6371,5136,3427,3105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81841967620479,-33.892043281139166]}"
00000000000000000ee0_0,747,524,536,569,223,192,1069,606,833,904,463,228,1435,1071,1045,1181,364,389,3529,1246,2547,2370,2283,440,3353,1704,2731,2946,1649,611,2506,1796,1846,2049,710,642,M,547,8129,5752,4178,3301,2377,2032,12193,8628,6266,4951,3565,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81841967620479,-33.8923127757244]}"
00000000000000000ee1_0,752,541,553,643,211,202,1096,644,870,1001,452,250,1565,1220,1107,1295,345,444,3578,1246,2679,2470,2332,433,3664,2058,2787,2988,1606,701,2487,1805,1868,2164,682,673,M,547,8241,5800,4209,3307,2441,2056,12360,8698,6312,4960,3662,3084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81895866537526,-33.892043281139166]}"
00000000000000000ee2_0,743,534,554,642,209,202,1081,630,868,1007,451,248,1564,1224,1101,1285,340,444,3586,1246,2684,2468,2340,435,3629,2039,2786,3009,1590,708,2493,1824,1875,2189,669,686,M,547,8267,5806,4238,3360,2461,2063,12400,8709,6356,5039,3691,3095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81868917079002,-33.89258227030964]}"
00000000000000000ee3_0,747,524,536,569,223,192,1069,606,833,904,463,228,1435,1071,1045,1181,364,389,3529,1246,2547,2370,2283,440,3353,1704,2731,2946,1649,611,2506,1796,1846,2049,710,642,M,547,8129,5752,4178,3301,2377,2032,12193,8628,6266,4951,3565,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81841967620479,-33.8923127757244]}"
00000000000000000ee4_0,747,533,554,638,214,199,1073,615,870,1015,458,245,1535,1183,1108,1304,352,437,3599,1263,2675,2457,2336,438,3593,1986,2794,3031,1607,693,2451,1774,1874,2194,677,677,M,547,8218,5778,4190,3278,2440,2052,12325,8664,6285,4916,3661,3078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81868917079002,-33.8923127757244]}"
00000000000000000ee5_0,740,532,551,635,208,199,1072,616,861,987,456,242,1551,1212,1098,1279,339,440,3658,1311,2689,2439,2347,467,3574,1975,2760,2970,1599,686,2481,1807,1867,2174,674,675,M,547,8302,5816,4238,3339,2486,2068,12451,8723,6356,5007,3728,3102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81895866537526,-33.8923127757244]}"
00000000000000000ee6_0,744,539,558,659,205,204,1100,649,874,1015,451,250,1583,1247,1106,1295,336,443,3598,1290,2652,2414,2308,457,3661,2082,2781,3008,1579,706,2514,1851,1887,2203,663,690,M,547,8291,5888,4156,3188,2403,2088,12436,8832,6234,4781,3604,3132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81815018161956,-33.89285176489487]}"
00000000000000000ee7_0,744,539,558,659,205,204,1100,649,874,1015,451,250,1583,1247,1106,1295,336,443,3598,1290,2652,2414,2308,457,3661,2082,2781,3008,1579,706,2514,1851,1887,2203,663,690,M,547,8291,5888,4156,3188,2403,2088,12436,8832,6234,4781,3604,3132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81841967620479,-33.89285176489487]}"
000000000000000006ed_0,684,475,433,325,209,179,922,462,671,591,460,168,1196,779,784,617,417,286,2935,1143,2412,2463,1792,385,3148,1822,2282,1887,1326,665,2141,1501,1402,1039,640,573,M,76,7081,4399,5067,6310,2682,1842,10620,6598,7600,9463,4022,2763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13103339507838,-33.89554671074723]}"
000000000000000006ee_0,791,615,497,422,176,218,1029,665,690,626,364,203,1341,1042,844,815,299,304,3200,1489,2073,1864,1711,375,3466,2139,2429,2463,1327,633,3057,2413,1834,1726,644,741,M,76,8290,5895,4218,3776,2395,1835,12434,8842,6326,5663,3592,2753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13049440590791,-33.89554671074723]}"
000000000000000006ef_0,674,495,423,311,179,191,910,522,638,560,388,187,1174,833,736,551,341,302,2879,1068,2271,2190,1811,370,3205,2219,2243,1893,986,743,2073,1619,1344,1008,454,598,M,76,7096,4386,5142,6276,2710,1862,10642,6578,7712,9412,4064,2793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13103339507838,-33.8960856999177]}"
000000000000000006f0_0,755,486,516,425,269,180,1019,469,779,720,550,154,1287,793,898,777,494,284,3130,1160,2496,2610,1970,365,3227,1637,2514,2308,1590,529,2449,1647,1629,1292,802,562,M,76,6809,4278,4691,5713,2531,1708,10213,6416,7036,8568,3797,2562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13076390049315,-33.895816205332466]}"
000000000000000006f1_0,811,523,530,395,288,206,1075,496,807,718,579,177,1406,874,936,748,532,327,3242,1200,2633,2680,2042,399,3502,1776,2667,2276,1726,647,2405,1603,1644,1215,802,628,M,76,6616,4108,4746,6135,2508,1832,9923,6162,7118,9201,3761,2748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13076390049315,-33.8960856999177]}"
000000000000000006f2_0,804,612,461,364,192,221,959,525,663,559,434,196,1178,877,764,770,301,300,4275,2980,2449,2041,1295,901,3330,1982,2372,2346,1348,684,2411,1868,1558,1587,543,678,M,77,8684,6004,4829,3979,2680,2270,13025,9005,7243,5968,4020,3404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125912997958906,-33.89635519450294]}"
000000000000000006f3_0,815,624,468,363,191,231,952,511,667,568,441,195,1181,873,775,791,308,302,4318,3019,2383,1977,1299,891,3388,2026,2421,2394,1362,725,2506,1957,1607,1595,549,714,M,77,8668,6148,4677,3811,2520,2311,13001,9221,7014,5716,3780,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12618249254414,-33.89662468908817]}"
000000000000000006f4_0,833,641,469,374,192,231,983,552,673,579,431,210,1226,925,775,771,301,318,4292,3013,2410,2003,1279,878,3423,2091,2387,2315,1332,751,2499,1960,1572,1539,539,720,M,77,8689,6290,4737,4065,2399,2348,13032,9434,7105,6096,3598,3522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12618249254414,-33.8960856999177]}"
000000000000000006f5_0,823,634,472,374,189,233,951,518,666,593,433,194,1173,871,763,784,302,300,4323,3027,2418,1959,1296,921,3373,2020,2395,2316,1353,722,2506,1965,1580,1528,541,722,M,77,8694,6185,4756,3763,2509,2343,13039,9276,7133,5643,3763,3514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12564350337367,-33.89662468908817]}"
000000000000000006f6_0,822,632,474,369,190,239,970,541,669,562,429,209,1191,890,788,779,301,320,4314,3000,2378,1973,1314,870,3394,2046,2427,2386,1348,745,2528,1984,1613,1616,544,729,M,77,8695,6286,4631,3613,2409,2360,13041,9428,6946,5419,3613,3540,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12645198712937,-33.89662468908817]}"
000000000000000006f7_0,826,640,470,375,186,237,958,550,665,585,408,206,1189,893,767,790,296,313,4294,3014,2378,1971,1280,840,3375,2121,2374,2339,1254,761,2513,1993,1572,1549,520,730,M,77,8669,6195,4755,4097,2474,2330,13002,9291,7132,6144,3711,3495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12645198712937,-33.8960856999177]}"
000000000000000006f8_0,837,641,474,377,196,233,978,535,672,577,443,197,1196,890,775,795,306,303,4344,3063,2399,1958,1281,919,3391,2027,2410,2348,1364,720,2518,1973,1606,1564,545,726,M,77,8683,6268,4675,3748,2415,2331,13024,9401,7011,5622,3623,3497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12564350337367,-33.89689418367341]}"
000000000000000006f9_0,818,627,471,370,191,235,958,530,665,574,428,203,1191,893,780,787,298,312,4271,2972,2363,1948,1299,867,3368,2010,2417,2400,1358,726,2517,1970,1610,1614,547,719,M,77,8695,6284,4637,3733,2411,2355,13041,9425,6954,5599,3616,3533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12645198712937,-33.89689418367341]}"
000000000000000006fa_0,815,624,468,363,191,231,952,511,667,568,441,195,1181,873,775,791,308,302,4318,3019,2383,1977,1299,891,3388,2026,2421,2394,1362,725,2506,1957,1607,1595,549,714,M,77,8668,6148,4677,3811,2520,2311,13001,9221,7014,5716,3780,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12618249254414,-33.89662468908817]}"
000000000000000006fb_0,806,613,460,365,193,220,957,522,659,554,435,196,1173,867,767,768,306,298,4328,3060,2399,1980,1268,895,3356,2004,2386,2359,1352,707,2464,1922,1577,1596,542,692,M,77,8679,6120,4737,3860,2559,2288,13017,9179,7104,5790,3838,3432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12618249254414,-33.89635519450294]}"
000000000000000006fc_0,808,606,464,364,202,223,963,517,665,551,446,197,1180,870,775,790,310,298,4322,3057,2388,1988,1265,884,3381,2015,2410,2401,1366,707,2519,1967,1611,1603,552,704,M,77,8661,6111,4689,3798,2550,2273,12990,9165,7033,5695,3825,3409,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12618249254414,-33.89689418367341]}"
000000000000000006fd_0,823,634,472,374,189,233,951,518,666,593,433,194,1173,871,763,784,302,300,4323,3027,2418,1959,1296,921,3373,2020,2395,2316,1353,722,2506,1965,1580,1528,541,722,M,77,8694,6185,4756,3763,2509,2343,13039,9276,7133,5643,3763,3514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125912997958906,-33.89662468908817]}"
000000000000000006fe_0,824,632,472,369,192,231,954,524,665,574,430,196,1189,888,773,768,301,310,4233,2928,2406,1977,1305,904,3296,1947,2382,2324,1349,698,2448,1906,1574,1563,542,701,M,77,8672,6191,4711,3425,2481,2360,13006,9284,7065,5137,3722,3540,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12564350337367,-33.8960856999177]}"
000000000000000006ff_0,794,609,484,457,185,199,919,517,684,687,402,157,1133,813,817,890,320,243,3016,1302,2017,1974,1714,300,2992,1636,2405,2615,1356,567,2408,1703,1739,1932,705,602,M,78,8081,5721,4232,3891,2360,1630,12120,8581,6347,5836,3539,2445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12914693298173,-33.89851115118483]}"
00000000000000000700_0,794,609,484,457,185,199,919,517,684,687,402,157,1133,813,817,890,320,243,3016,1302,2017,1974,1714,300,2992,1636,2405,2615,1356,567,2408,1703,1739,1932,705,602,M,78,8081,5721,4232,3891,2360,1630,12120,8581,6347,5836,3539,2445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.1288774383965,-33.89851115118483]}"
00000000000000000701_0,801,623,492,484,178,204,921,528,682,720,393,162,1113,803,825,935,310,254,2968,1293,1964,1900,1675,301,2995,1683,2430,2667,1312,601,2394,1708,1775,2015,686,620,M,78,8108,5688,4091,3403,2420,1727,12161,8531,6135,5104,3630,2590,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12914693298173,-33.89824165659959]}"
00000000000000000702_0,801,623,492,484,178,204,921,528,682,720,393,162,1113,803,825,935,310,254,2968,1293,1964,1900,1675,301,2995,1683,2430,2667,1312,601,2394,1708,1775,2015,686,620,M,78,8108,5688,4091,3403,2420,1727,12161,8531,6135,5104,3630,2590,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.1288774383965,-33.89824165659959]}"
00000000000000000703_0,794,609,484,457,185,199,919,517,684,687,402,157,1133,813,817,890,320,243,3016,1302,2017,1974,1714,300,2992,1636,2405,2615,1356,567,2408,1703,1739,1932,705,602,M,78,8081,5721,4232,3891,2360,1630,12120,8581,6347,5836,3539,2445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12914693298173,-33.89851115118483]}"
00000000000000000704_0,799,618,510,471,181,211,996,602,702,704,394,173,1242,929,854,934,313,263,2950,1257,1987,1947,1693,289,3031,1693,2480,2666,1338,594,2630,1935,1844,2070,695,640,M,78,8081,5671,4010,3509,2410,1700,12120,8506,6014,5263,3614,2549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12914693298173,-33.897972162014355]}"
00000000000000000705_0,795,611,489,463,184,200,909,502,682,690,407,152,1117,800,823,918,317,240,2984,1317,1964,1907,1667,306,3015,1631,2433,2638,1384,576,2406,1676,1772,2038,730,603,M,78,8079,5720,4081,3641,2359,1665,12117,8578,6121,5461,3539,2497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12860794381126,-33.89824165659959]}"
00000000000000000706_0,803,621,492,491,182,201,922,524,679,704,398,161,1108,797,832,949,311,252,2932,1276,1919,1812,1656,300,2995,1719,2435,2679,1276,613,2393,1716,1792,2029,677,625,M,78,8082,5672,3960,3187,2410,1712,12121,8506,5940,4779,3615,2567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.129416427566966,-33.89824165659959]}"
00000000000000000707_0,801,623,492,484,178,204,921,528,682,720,393,162,1113,803,825,935,310,254,2968,1293,1964,1900,1675,301,2995,1683,2430,2667,1312,601,2394,1708,1775,2015,686,620,M,78,8108,5688,4091,3403,2420,1727,12161,8531,6135,5104,3630,2590,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12914693298173,-33.89824165659959]}"
00000000000000000708_0,795,611,489,463,184,200,909,502,682,690,407,152,1117,800,823,918,317,240,2984,1317,1964,1907,1667,306,3015,1631,2433,2638,1384,576,2406,1676,1772,2038,730,603,M,78,8079,5720,4081,3641,2359,1665,12117,8578,6121,5461,3539,2497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12860794381126,-33.89851115118483]}"
00000000000000000709_0,803,616,487,463,187,203,927,520,683,702,407,161,1119,801,823,918,318,252,2957,1283,1960,1884,1674,302,2988,1737,2408,2636,1251,602,2392,1748,1760,2024,644,621,M,78,8058,5668,4098,3598,2390,1683,12085,8501,6147,5396,3584,2525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.129416427566966,-33.897972162014355]}"
0000000000000000070a_0,806,627,496,473,179,208,923,538,683,704,385,164,1117,818,830,939,299,255,2980,1285,1978,1852,1695,305,3018,1653,2450,2667,1365,596,2405,1698,1792,2028,707,623,M,78,8176,5780,4082,3328,2396,1769,12262,8669,6122,4991,3593,2653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12860794381126,-33.897972162014355]}"
0000000000000000070b_0,805,611,484,449,194,200,940,525,698,690,415,164,1161,810,827,878,351,253,3072,1260,2122,2053,1812,308,3034,1693,2399,2621,1341,566,2486,1798,1741,1849,688,628,M,78,7949,5540,4395,4132,2409,1649,11922,8309,6591,6197,3613,2474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.129416427566966,-33.89851115118483]}"
0000000000000000070c_0,805,613,453,355,192,214,955,518,653,538,437,186,1189,874,768,762,315,290,4278,2978,2301,2038,1300,789,3339,2016,2400,2393,1323,686,2481,1935,1610,1631,546,684,M,79,8591,5961,4676,3684,2630,2144,12886,8941,7013,5525,3945,3216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125104514203194,-33.897702667429115]}"
0000000000000000070d_0,809,613,467,377,196,231,939,502,656,606,437,186,1153,844,756,775,309,302,4223,2917,2315,1895,1306,882,3290,1924,2371,2297,1366,710,2513,1960,1595,1506,553,743,M,79,8636,6270,4645,3232,2366,2398,12953,9404,6967,4846,3549,3597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12483501961796,-33.89716367825864]}"
0000000000000000070e_0,826,626,472,370,200,231,969,517,671,568,452,194,1184,869,780,804,315,299,4324,3037,2360,1983,1287,883,3410,2028,2438,2425,1382,712,2518,1958,1632,1605,560,715,M,79,8641,6123,4618,3738,2518,2297,12961,9185,6926,5606,3776,3445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125374008788434,-33.89743317284388]}"
0000000000000000070f_0,813,611,469,367,202,227,951,503,666,555,448,188,1166,857,775,780,309,295,4340,3059,2381,1967,1281,909,3356,1981,2427,2398,1375,697,2495,1942,1624,1617,553,707,M,79,8670,6114,4656,3751,2556,2284,13004,9170,6983,5626,3834,3426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.12564350337367,-33.89716367825864]}"
00000000000000000710_0,815,618,468,359,197,228,946,507,659,550,439,190,1172,858,778,775,314,297,4307,3025,2294,1942,1282,852,3344,1981,2434,2414,1363,704,2505,1954,1639,1643,551,708,M,79,8640,6170,4542,3678,2470,2286,12960,9256,6813,5516,3704,3429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125374008788434,-33.897702667429115]}"
00000000000000000711_0,802,606,459,371,196,220,941,493,660,584,448,182,1171,857,758,795,314,292,4245,2946,2358,1965,1299,831,3358,1998,2390,2388,1360,702,2495,1947,1589,1586,548,705,M,79,8622,6091,4767,3954,2531,2244,12932,9135,7149,5930,3797,3366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125104514203194,-33.89743317284388]}"
00000000000000000712_0,780,587,449,358,193,210,949,522,654,533,427,195,1195,887,774,770,308,302,4311,3058,2324,1998,1253,820,3359,2029,2408,2434,1330,701,2485,1943,1611,1640,542,690,M,79,8642,6139,4656,3743,2503,2229,12961,9207,6983,5613,3754,3343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125374008788434,-33.897972162014355]}"
00000000000000000713_0,794,592,460,375,202,215,913,465,657,579,448,173,1147,835,759,807,312,282,4357,3074,2441,1989,1283,911,3353,1967,2407,2407,1386,686,2488,1931,1586,1581,557,690,M,79,8663,5983,4820,3854,2680,2235,12993,8974,7229,5781,4019,3353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.125374008788434,-33.89716367825864]}"
